No.,Name,Location,Hectares,bandNumber,bandName,address
8102,KAYKAIP 7,"YALE DISTRICT, IN TP.6,R.26,W.6M, ON LEFT BANK OF THE FRASER RIVER AT MOUTH OF KEIKUM CREEK",10.0,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8104,LUKSEETSISSUM 9,"YALE DISTRICT IN TPS.4&5,R.27,W.6M, ON RIGHT BANK OF THE FRASER RIVER, AT RUBY CREEK C.P. STATION",53.9,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8099,QUALARK 4,"YALE DISTRICT, IN TP.6,R.26,W.6M LEFT BANK OF FRASER RIVER AT MOUTH OF QUALARK CREEK",10.0,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8101,SQUEAH 6,"YALE DISTRICT, ON LEFT BANK OF THE FRASER RIVER, AT MOUTH OF THE SUKA CREEK",16.8,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8103,STULLAWHEETS 8,"YALE DISTRICT, ON RIGHT BANK OF THE FRASER RIVER, AT CHOATE C.P. STATION",52.6,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8105,YALE 18,"YALE DIST., IN TP.17,R.26,W.6M, AN ISLAND IN THE FRASER RIVER, OFFSHORE FROM KUTHLALTH I.R. NO. 3 1.5 MLS E. OF YALE",0.7,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8106,YALE 19,"YALE DIST. IN TP.17, R.26, W.6M, ON LEFT BANK OF THE FRASER RIVER, NORTH OF AND ADJOINING KUTHLALTH I.R. NO. 3",0.7,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8107,YALE 20,"YALE DIST., IN SECS. 13&14, TP.7,R.26,W.6M, ON LEFT BANK OF THE FRASER RIVER, AT MOUTH OF A CREEK 2 MLS ABOVE YALE",5.6,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8108,YALE 21,"YALE DIST. IN TP.7,R.26,W.6M, ON LEFT BANK OF THE FRASER RIVER, NORTH MOUTH OF SIWASH CREEK",1.3,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8109,YALE 22,"YALE DIST. SEC.24, ON RIGHT BANK OF FRASER RIVER, 3 MILES N. OF YALE INCL A GRAVEYARD AND ROCKS CLAIMED BY BILLY SWALLSEA",3.4,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8110,YALE 23,"YALE DIST. IN SEC. 25, ON RIGHT BANK OF THE FRASER RIVER, 3 MILES NORTH OF YALE",5.6,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8111,YALE 24,"YALE DIST. SECS. 35&36, ON RIGHT BANK OF THE FRASER RIVER, 3 MILES NORTH OF YALE",0.2,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8112,YALE 25,"YALE DIST. SECS. 25&36, ON LEFT BANK OF THE FRASER RIVER, 3 MILES NORTH OF YALE",0.3,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8097,YALE TOWN 1,"YALE DISTRICT, IN SEC. 14, ON RIGHT BANK OF THE FRASE RIVER AT YALE",6.4,589,Yale First Nation,"PO BOX 1869, HOPE, BC, V0X 1L0"
8115,BRIDGE RIVER 1,"LILLOOET DIST. ON BRIDGE RIVER, EXTND. NORTHWEST ABOUT 14 MILES FROM MOUTH ON THE FRASER RIVER TO MOUTH OF ANTOINE CRK",3845.5,590,Bridge River,"PO BOX 190, LILLOOET, BC, V0K 1V0"
8116,BRIDGE RIVER 2,"LILLOOET DIST. ON RIGHT BANK OF THE FRASER RIVER 4 MILES NORTH OF FOUNTAIN, OPPOSITE LOT 3624",56.7,590,Bridge River,"PO BOX 190, LILLOOET, BC, V0K 1V0"
17,LILLOOET 1A,LILLOOET DISTRICT ON RIGHT BANK OF THE FRASER RIVER 1 MILE NORTHWEST OF THE TOWN OF LILLOOET,797.2,590,Bridge River,"PO BOX 190, LILLOOET, BC, V0K 1V0"
8130,CHILHIL 6,"LILLOOET DISTRICT, ON DIVIDE BETWEEN FOUNTAIN CREEK AND CINQUEFOIL CREEK, SOUTH OF CHILHIL LAKE",266.3,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8131,DRY SALMON 7,"LILLOOET DISTRICT, ON LEFT BANK OF THE FRASER RIVER, OPPOSITE MOUTH OF BRIDGE RIVER",2.0,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8120,FOUNTAIN 1,"LILLOOET DISTRICT, ON FOUNTAIN CREEK, NEAR MOUTH OF THE FRASER RIVER, 2 MILES S.E. OF FOUNTAIN P.G.E. STATION",136.8,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8134,FOUNTAIN 10,"LILLOOET DISTRICT, LOT 5280 ON LEFT BANK OF THE FRASER RIVER 1/2 MILE NORTHEAST OF MOUTH OF THE BRIDGE RIVER",31.7,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8135,FOUNTAIN 11,"LILLOOET DISTRICT, LOT 5278, ON LEFT BANK OF THE FRASER RIVER, 2 MILES BELOW MOUTH OF THE BRIDGE RIVER",26.3,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8136,FOUNTAIN 12,"LILLOOET DISTRICT, LOT 4319, ON FOUNTAIN CREEK BETWEEN FOUN- TAIN I.R. NO. 4 AND QUATLENEMO I.R. NO. 5",40.5,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8121,FOUNTAIN 1A,"LILLOOET DISTRICT, ON LEFT BANK OF THE FRASER RVR AT MOUTH OF FOUNTAIN CREEK, LOT 5282",509.9,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8122,FOUNTAIN 1B,"LILLOOET DISTRICT, LOT 1, GP. 2, SOUTH OF THE FRASER RIVER 1 MILE SOUTHEAST OF FOUNTAIN P.G.E. STATION",69.6,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8123,FOUNTAIN 1C,"LILLOOET DISTRICT LOT 702, SOUTH OF THE FRASER RIVER, WEST OF THE ADJOINING I.R. NO. 1B",11.0,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8124,FOUNTAIN 1D,"ILLIOOT DISTRICT, LOT 1160, ON LEFT BANK OF THE FRASER RIVER NORTH OF AND ADJOINING I.R. NO. 1",14.6,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8125,FOUNTAIN 2,"LILLOOET DISTRICT, ON LEFT BANK OF THE FRASER RIVER JUST WEST OF FOUNTAIN P.G.E. STATION",51.7,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8126,FOUNTAIN 3,"LILLOOET DISTRICT, ON LEFT BANK OF THE FRASER RIVER, SOUTH OF SALLUS CREEK ON THE CLINTON-ILLIOOET ROAD",204.1,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8127,FOUNTAIN 3A,"LILLOOET DISTRICT, ON LEFT BANK OF THE FRASER RIVER, AN ADDITION TO I.R. NO. 3 ON THE SOUTH",19.0,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8128,FOUNTAIN 4,"LILLOOET DISTRICT, ON FOUNTAIN CREEK AT MOUTHOF RUSTY CREEK SOUTH OF LOT 4116",64.7,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8133,FOUNTAIN 9,"LILLOOET DISTRICT, LOT 5281 WEST OF AND ADJOINING I.R. NO.1",20.2,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8132,FOUNTAIN CREEK 8,"LILLOOET DISTRICT, LOT 4370 ON FOUNTAIN CREEK, 3 MILES FROM MOUTH ON THE FRASER RIVER",16.2,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8129,QUATLENEMO 5,"LILLOOET DISTRICT, ON FOUNTAIN CREEK, AT NORTH END OF QUATLENEMO LAKE, IN THE VALLEY OF THREE LAKES",97.0,592,Xaxli'p,"PO BOX 1330, LILLOOET, BC, V0K 1V0"
8140,KILCHULT 3,"LILLOOET DISTRICT, ON RIGHT BANK OF THE FRASER RIVER BTWN CHAD AND RILEY CREEKS, EAST OF LOT 4903",42.1,593,T'it'q'et,"PO BOX 615, LILLOOET, BC, V0K 1V0"
8143,LILLOOET 1,LILLOOET DISTRICT WEST OF THE TOWN OF ILLOOET AND NORTH OF THE SETON RIVER,364.5,593,T'it'q'et,"PO BOX 615, LILLOOET, BC, V0K 1V0"
17,LILLOOET 1A,LILLOOET DISTRICT ON RIGHT BANK OF THE FRASER RIVER 1 MILE NORTHWEST OF THE TOWN OF LILLOOET,797.2,590,Bridge River,"PO BOX 190, LILLOOET, BC, V0K 1V0"
8141,MCCARTNEY'S FLAT 4,"LILLOOET DIST ON LEFT BANK OF FRASER RVR 2 MLS S. OF LILL- OOET OPP. TOWINOCK I.R. #2, INCLDS GRAVE 1 ML N OF I.R. #4",171.4,593,T'it'q'et,"PO BOX 615, LILLOOET, BC, V0K 1V0"
8138,RILEY CREEK 1B,"LILLOOET DIST, LT 3041, RIGHT BANK OF FRASER RIVER, 8 MILES SOUTH OF ILLOOET, SOUTH OF AND ADJOINING KILCHULT I.R. NO. 3",31.2,593,T'it'q'et,"PO BOX 615, LILLOOET, BC, V0K 1V0"
8142,SETON LAKE 5,"LILLOOET DISTRICT, LOT 1575, AT FOOT OF SETON LAKE, AND ON SETON CREEK, 3 MILES S.W. OF LILLOOET",1.4,593,T'it'q'et,"PO BOX 615, LILLOOET, BC, V0K 1V0"
8139,TOWINOCK 2,"ILLOOET DISTRICT, ON TOWINOCK CREEK, JUST WEST OF THE FRASER RIVER, 8 MILES SOUTH OF TOWN OF ILLOOET",90.0,593,T'it'q'et,"PO BOX 615, LILLOOET, BC, V0K 1V0"
8146,LEON CREEK 2,LILLOOET DISTRICT ON RIGHT BANK OF FRASER RIVER AT MOUTH OF LEON CREEK,472.5,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8147,LEON CREEK 2A,"LILLOOET DISTRICT LOT 5291, ON ADDITION TO I.R. NO. 2 ON THE SOUTH AND WEST",176.4,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8148,MARBLE CANYON 3,KAMLOOPS DISTRICT IN SEC 26 27 28 33 & 34 TWP 21 RGE 27 W6M ON PAVILION - HAT CREEK ROAD,263.1,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
79470,PAVILION 1,,3.0,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8144,PAVILION 1,"LILLOOET DISTRICT, ON LEFT BANK OF FRASER RIVER NORTH OF PAVILION CREEK",881.2,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8145,PAVILION 1A,"LILLOOET DISTRICT, LOT 2983, G1, C.G., 1 MILE UP MCKAY CREEK FROM MOUTH OF FRASER RIVER",16.2,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8149,PAVILION 3A,"KAMLOOPS DISTRICT, IN TWP 21 RGE 27 W6M, NORTH OF AND ADJOINING MARBLE CANYON I.R. NO. 3",256.2,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8150,PAVILION 4,"KAMLOOPS DISTRICT, FRACTIONAL SW 1/4 SEC 26 TWP 21 RGE 27 W6M ON PAVILION-HAT CREEK ROAD, ADJOINS MARBLE CANYON I.R. #3",45.3,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
9143,TS'KW'AYLAXW 5,20 KM SOUTHEAST OF LILLOOET,16.1,594,Ts'kw'aylaxw First Nation,"PO BOX 2200, LILLOOET, BC, V0K 1V0"
8154,MISSION 5,LILLOOET DISTRICT NEAR WEST END OF SETON LAKE SOUTH OF AND ADJOINING SLOSH I.R. NO. 1,32.4,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
8156,NECAIT 6,LILLOOET DISTRICT AT EAST END OF ANDERSON LAKE BOTH SIDES OF THE SETON RIVER,31.9,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
9991,NZAW'T 4A,,12.8,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
8155,SETON LAKE 5A,"LILLOOET DIST, LT 5285, N. OF SETON LAKE I.R. NO. 5, & NECAITE I.R. NO. 6, AT SETON PORTAGE, W. END OF SETON LAKE",350.4,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
119,SETON LAKE 7,,50.0,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
8153,SILICON 2,"LILLOOET DISTRICT, ON NORTH SHORE OF SETON LAKE, 7 MILES SOUTHEAST OF SHALALTH",46.5,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
8151,SLOSH 1,"LILLOOET DISTRICT, ON NORTH SHORE OF SETON LAKE, EXTENDING EAST 5.5 MILES FROM WEST END OF THE LAKE",691.1,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
8152,SLOSH 1A,"LILLOOET DISTRICT, LOT 5284, NEAR WEST END OF SETON LAKE, NORTH OF SHALALTH",649.1,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
9266,WHITECAP 1,56.5 KM NORTH OF LILLOOET,27.5,595,Tsal'alh,"SITE 3 BOX 76, SHALALTH, BC, V0N 3C0"
7395,OSOYOOS 1,"SIMILKAMEEN DISTRICT AT THE HEAD OF OSOYOOS LAKE PORTIONS OF TWPS 48,49,50 AND 51",13009.1,596,Osoyoos,"1155 SEN POK CHIN BLVD, OLIVER, BC, V0H 1T8"
7396,OSOYOOS 3,"SIMILKAMEEN DISTRICT LOT 2899 ""S"", ON MICA CREEK 1/2 MILE EAST OF I.R. NO. 1, 3 MILES NORTHEAST OF OSOOYOOS",64.7,596,Osoyoos,"1155 SEN POK CHIN BLVD, OLIVER, BC, V0H 1T8"
7397,PENTICTON 1,OSOYOOS AND SIMILKAMEEN DISTRICTS AT THE SOUTH END OF OKANAGAN LAKE,18478.0,597,Penticton,"RR 2 SITE 80 COMP 19, PENTICTON, BC, V2A 6J7"
7407,PENTICTON 2,"SIMILKAMEEN DISTRICT, TWP 87, BTW OKANAGAN & DOG LAKES",13.1,597,Penticton,"RR 2 SITE 80 COMP 19, PENTICTON, BC, V2A 6J7"
7398,PENTICTON 3A,"OSOYOOS DISTRICT, LOT 3317, GROUP 1 WEST OF AND ADJOINING I.R. NO. 1, 5 MILES SOUTHWEST OF SUMMERLAND",145.7,597,Penticton,"RR 2 SITE 80 COMP 19, PENTICTON, BC, V2A 6J7"
7404,ALEXIS 9,SIMILKAMEEN DISTRICT ON LEST BANK OF THE SIMILKAMEEN RIVER 4 MILES WEST OFKEREMEOS,168.7,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7405,ASHNOLA 10,SIMILKAMEEN DIST. ON RIGHT BANK OF THE SIMILKAMEEN RIVER AT JUNCTION WITH THE ASHNOLA RIVER,3415.0,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7401,BLIND CREEK 6,"SIMILKAMEEN DIST. IN SECS. 11 & 14, TP. 52, ON BLIND CREEK 4 MILES SOUTHEAST OF KEREMEOS",161.0,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7402,BLIND CREEK 6A,"SIMILKAMEEN DIST. WITHIN LOT 113, WEST OF THE BARCELO ROAD, 1 MILE W OF I.R. NO. 6.",0.1,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7403,CHOPAKA 7 & 8,"SIMILKAMEEN DISTRICT, ON RIGHT BANK OF THE SIMILKAMEEN RIVER, NORTH OF AND ADJOINING THE INTERNATIONAL BOUNDRY",1537.8,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7406,KEREMEOS FORKS 12 & 12A,"SIMILKAMEEEN DISTRICT, ON KEREMEOS CREEK AT MOUTH OF MARSET CREEK, 7 MILES NORTH OF KEREMEOS",954.1,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7399,LOWER SIMILKAMEEN 2,SIMILKAMEEN DISTRICT ON THE SIMILKAMEEN RIVER 6 MILES SOUTHWEST OF KEREMEOS,1293.7,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7400,NARCISSE'S FARM 4,SIMILKAMEEN DISTRICT ON RIGHT BANK OF THE SIMILKAMEEN RIVER 5 MILES SOUTHEAST OF KEREMEOS,750.3,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7408,RANGE 13,"SIMILKAMEEN DISTRICT, LOT 3117-S, WEST OF NARCISSE'S FARM I.R. NO. 4, ON LEFT BANK OF SUSAP CREEK",6768.1,598,Lower Similkameen,"517TH AVENUE, PO BOX 100, KEREMEOS, BC, V0X 1N0"
7417,ENDERBY 2,"KAMLOOPS DISTRICT, AT ENDERBY, ON SHUSWAP RIVER AT MOUTH OF FORTUNE CREEK",2267.0,600,Splatsin,"PO BOX 460, ENDERBY, BC, V0E 1V0"
7416,SALMON RIVER 1 (SPLATSIN),"KAMLOOPS DISTRICT, ON RIGHT BANK OF SALMON RIVER, 2 MILES NORTH OF GLENEMMA",1559.3,600,Splatsin,"PO BOX 460, ENDERBY, BC, V0E 1V0"
7418,SICAMOUS 3,"KAMLOOPS DISTRICT, ON WEST SHORE OF MARA LAKE, 2 MILES SOUTH OF SICAMOUS, C.P. STATION",78.9,600,Splatsin,"PO BOX 460, ENDERBY, BC, V0E 1V0"
9383,MEDICINE CREEK 12,10 KM SOUTHEAST OF KELOWNA,662.5,601,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC, V1Z 3J2"
9382,MEDICINE HILL 11,15 KM SOUTHEAST OF KELOWNA,515.7,601,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC, V1Z 3J2"
7419,MISSION CREEK 8,"OSOYOOS DIST IN SECS 5,6,7&8, TWP 26, ON LEFT BANK OF MISSION CREEK 1 MILE E. OF OKANAGAN LAKE 2 MILES S OF KELOWNA",2.0,601,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC, V1Z 3J2"
7421,TSINSTIKEPTUM 10,"OSOYOOS DISTRICT, ON WEST SHORE OF OKANAGAN LAKE OPPOSITE KELOWNA",339.3,601,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC, V1Z 3J2"
7420,TSINSTIKEPTUM 9,"OSOYOOS DISTRICT, ON MCDOUGALL CREEK, ON WEST SHORE OF OKANAGAN LAKE, 6 MILES SW OF KELOWNA",641.8,601,Westbank First Nation,"201-515 HWY 97 SOUTH, KELOWNA, BC, V1Z 3J2"
7427,COLUMBIA LAKE 3,"EAST KOOTENAY DISTRICT, ON THE COLUMBIA VALLEY, ON WINDE- MERE LAKE",3272.2,604,?Akisq'nuk First Nation,"3050 HIGHWAY 93 / 95, WINDERMERE, BC, V0B 2L2"
7437,ST. MARY'S 1A,"KOOTNAY DIST, PART OF LOT 1, GP.1, AT ST., EUGENE MISSION, 6 MILES NORTH OF CRANBROOK, ON THE ST. MARY'S RIVER",792.5,604,?Akisq'nuk First Nation,"3050 HIGHWAY 93 / 95, WINDERMERE, BC, V0B 2L2"
7428,SHUSWAP,"EAST KOOTENAY DISTRICT, ON THE LEFT BANK OF THE COLUMBIA RIVER, 1 MILE NORTH OF INVERMERE",1074.0,605,Shuswap,"RR#2, 3A - 492 Arrow Road, INVERMERE, BC, V0A 1K2"
7437,ST. MARY'S 1A,"KOOTNAY DIST, PART OF LOT 1, GP.1, AT ST., EUGENE MISSION, 6 MILES NORTH OF CRANBROOK, ON THE ST. MARY'S RIVER",792.5,604,?Akisq'nuk First Nation,"3050 HIGHWAY 93 / 95, WINDERMERE, BC, V0B 2L2"
7488,ALPHONSE TOMMY 7,CASSIAR DISTRICT ON WEST SHORE OF BABINE LAKE SOUTH OF BABINE I.R. NO. 16,37.2,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7502,AUGIER LAKE 22,"COAST DISTRICT, LOT 2157, RANGE 5 AT NORTH END OF AUGIER LAKE",8.1,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7497,BABINE 16,"CASSIAR DISTRICT, LOT 1357, AT NORTH END OF BABINE LAKE, WEST OF I.R. NO. 6",285.3,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7505,BABINE 25,"COAST DISTRICT, LOT 1353, RANGE 5, AT TOPLEY LANDING WEST SHORE OF BABINE LAKE",51.8,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7506,BABINE 26,"COAST DISTRICT, LOT 2172, RG. 5, ON EAST SHORE OF BABINE LAKE",32.4,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7487,BABINE 6,"CASSIAR DISTRICT, AT BABINE, NORTH END OF BAINE LAAKE",279.8,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7498,BABINE LAKE 20,"CASSIAR DIST LOT 1366, ON NRTLY SHORE OF NORTH ARM OF BABINE LAKE, BTW NE-TSAW-GREECE IR 10, & CHANOODANDIDALCH IR 14",259.0,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7501,BABINE LAKE 21B,"COAST DISTRICT, RG. 5, LOT 6682, ON SOUTHWESTERLY SHORE OF BABINE LAKE, AT DONALD LANDING",2.3,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7499,BABINE RIVER 21,"CASSIAR DISTRICT, LOT 1600, ON LEFT BANK OF BABINE RIVER AT NORTH END OF NILKITKWA LAKE",21.4,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7500,BABINE RIVER 21A,"CASSIAR DISTRICT, LOT 1601 ON RIGHT BANK OF BABINE RIVER, EAST OF I.R. 21",21.9,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7489,CASDEDED 8,"FORT FRANCIS DISTRICT, ON EAST SHORE OF BABINE LAKE, 2 MILES SOUTH OF BABINE",43.3,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7495,CHANOODANDIDALCH 14,"FORT FRASER DIST. LOT 1359, ON NORTHERLY SHORE OF NORTH ARM OF BABINE LAKE EAST OF ADJOINING BABINE LAKE I.R. NO. 2",95.1,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
8373,CHAPEL PARK 28,"COAST DISTRICT, LOT 1, BLOCK A, DIST, LOT 2502",3.8,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7485,CLOTALAIRQUOT 4,"CASSAIR DISTRICT, ON EAST SHORE OF NILKITKWA LAKE, BABINE RIVER, 3 MILES NORTH OF BABINE",80.1,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7493,MICHELL PIERRE 12,FORT FRASER DISTRICT ON SOUTHERLY SHORE OF NORTH ARM OF BABINE LAKE 3 MILES SOUTHWEST OF OLD FORT,136.0,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7491,NE-TSAW-GREECE 10,FORT FRASER DISTRICT ON NORTHERLY SHORE OF BABINE LAKE 18 MILES SOUTHEASTERLY FROM BABINE,91.5,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7492,NEDOATS 11,FORT FRASER DISTRICT ON NORTHERLY SHORE OF BABINE LAKE AT OLD FORT,395.4,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7494,NEDOATS 13,"FORT FRASER DISTRICT LOT 1360, ON NORTHERLY SHORE OF BABINE LAKE WEST OF AND ADJOINING I.R. NO. 11",221.0,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7486,NO-CUT 5,"CASSIAR DISTRICT ON WEST SHORE OF NILKITKWA LAKE, BABINE RIVER 2 MILES NORTH OF BABINE",79.7,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7503,PINKUT LAKE 23,"COAST DISTRICT, LOT 2178, RANGE 5, AT NORTH END OF PINKUT LAKE",4.6,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7496,TADINLAY 15,"FORT FRASER DISTRICT, LOT 1358, ON NORTHERLY SHORE OF NORTH ARM OF BABINE LAKE",187.0,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7504,TAHLO LAKE 24,"CASSIAR DISTRICT, LOT 4859, 1 MILE NORTH OF TAHLO LAKE,",129.5,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7490,TSAK 9,"FORT FRASER DISTRICT, ON WEST SHORE OF BABINE LAKE, 12 MILES SOUTH OF BABINE",615.1,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7507,WOYENNE 27,,12.6,607,Lake Babine Nation,"PO BOX 879, BURNS LAKE, BC, V0J 1E0"
7514,BEAR LAKE (FORT CONNELLY) 4,"CASSIAR DIST. LOT 4694, AT BEAR LAKE SETTLEMENT (FORT CONNELLY) NORTH END OF BEAR LAKE",18.7,608,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC, V2L 3G7"
7510,BEAR LAKE (TSAYTUT BAY) 1B,"CASSIAR DIST., LOT 4863, ON NORTH SIDE OF TSAYTUT BAY OF BEAR LAKE",20.0,608,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC, V2L 3G7"
7509,BEAR LAKE (UPPER DRIFTWOOD RIVER) 1A,"CASSIAR DIST. LOT 4862, ON THE DRIFTWOOD RIVER, 7 MILES NORTHWEST OF DRIFTWOOD RIVER I.R. NO 1",13.0,608,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC, V2L 3G7"
7513,BEAR RIVER (SUSTUT RIVER) 3,"CASSIAR DIST. LOT 4697, AT JUNCTION OF THE BEAR AND SUSTUT RIVERS",12.9,608,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC, V2L 3G7"
7523,CHEZTAINYA LAKE 11,"CASSIAR DISTRICT, LOT 4704, ON EAST SHORE OF NORTH TAKLA LAKE AND LOT 4705 AT SOUTH END OF CHEZTAINYA LAKE",64.8,608,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC, V2L 3G7"
7508,DRIFTWOOD RIVER (KASTBERG CREEK) 1,"CASSAIR DISTRICT, LOT 4699, ON THE DRIFTWOOD RIVER, ABOUT 20 MILES NORTHWEST OF TAKLA LAKE",203.8,608,Takla Nation,"Unit 401-1777, 3rd Avenue, PRINCE GEORGE, BC, V2L 3G7"
